,Stage,GATA6,NANOG,T,EOMES,ID2,PRDM1,ID1,ZNF516,SHOX2,TBX3,GATA4,OTX2,HAND1,NFIB,SOX2,MSX1,KLF8,GRHL2,ZNF521,BHLHE40,TFAP2A,GATA3,ZEB2,BNC2,KAT7,NFE2L3,ZEB1,FOXF1,PITX2,HOXB3,ID4,ZNF165,TCF7L2,POU5F1,SP5,ZIC3,TRPS1,ID3,AEBP2,CDX1,TCF7L1,MIER1,KLF6,MYCN,SMAD2,PLAGL1,ZSCAN10,ZNF652,HOXB6,MSX2,SOX5,ZFP36L2,LEF1,BCL11A,HBP1,IRX3,MEIS2,ZFX,TERF1,TOX,FOXH1,HESX1,SOX11,KLF10,ZIC5,BBX,RNF138,SATB1,BAZ2B,ELK3,ZBTB2,ETV5,SP6,ZFP42,TULP4,ZNF471,ARID4B,SNAI2,ZNF483,MAF,ETV6,ZKSCAN1,ETV1,TMF1,HIF3A,SALL2,SHOX,SALL1,SMAD7,ZNF587,SOX17,ZFP62,SRF,JUND,TUB,ZFP14,ARID3A,CEBPZ,E2F4,TCF7
656,96,5.91052560460263,0.0,0.0,5.424950017481401,0.0,5.70711026474888,0.0,3.97029191355212,4.87519732320115,2.19722457733622,4.55387689160054,6.22265563000149,0.0,4.17377169585342,0.0,2.3978952727983702,5.3942637075952495,0.0,5.802118375377059,2.89037175789616,0.0,2.99573227355399,5.55295958492162,0.0,3.58351893845611,5.00394630594546,1.8115620965242298,2.30258509299405,4.61512051684126,3.29583686600433,0.0,0.0,5.65248918026865,2.6700021334646804,0.0,5.67332326717149,4.15888308335967,1.38629436111989,5.31532196536386,0.0,3.82515707240648,6.71921844732088,4.8283137373023,0.0,7.8596486481983305,4.29045944114839,0.0,4.855228269843179,0.0,4.21950770517611,3.3638415951183904,4.21950770517611,0.0,0.0,5.79182387654356,2.19722457733622,0.0,5.30920784937921,5.45442327652358,0.0,0.0,0.0,5.63042294030174,4.04340208348453,0.0,3.66356164612965,4.1896547420264305,4.99721227376411,5.15329159449778,1.38629436111989,0.0,5.00394630594546,0.0,2.57031952763613,5.808772921847139,5.25290150301755,3.1780538303479506,0.0,4.32240931785538,0.0,3.9891692146047997,3.0046920149254603,4.11087386417331,3.78827219799197,2.69462718077007,5.2882670306945405,3.82994489439254,2.19722457733622,0.693147180559945,5.262275595200769,4.57471097850338,0.0,0.693147180559945,4.50103114624695,5.119908146574,4.9631243114252,0.0,5.24174701505964,3.09104245335832,1.38128181929635
657,96,5.455321115357701,1.72097928716701,0.0,5.48893772615669,0.0,6.238988467147571,1.38629436111989,5.29831736654804,4.34380542185368,0.0,4.934473933130691,7.075605969347639,0.0,5.572154032177759,0.0,1.6094379124341003,5.09907343055813,0.0,5.30429943822558,4.34380542185368,0.0,0.693147180559945,4.0943445622220995,0.0,2.7080502011022096,0.0,4.40671924726425,0.0,3.9120230054281495,3.95124371858143,0.0,0.0,5.67630849765545,3.04974686186023,0.0,5.573180121537559,0.0,2.7080502011022096,6.49180034451927,0.0,2.77258872223978,5.420534999272291,4.84418708645859,0.0,7.89326605653723,5.09375020080676,0.0,5.01827272122547,1.09861228866811,2.6390573296152597,5.5999763059306105,5.370638028127661,0.0,4.0384794293807,5.4222591757422105,0.0,2.07944154167984,5.70641234684222,5.2401584523745,0.0,1.78842056796254,0.0,5.384678532196079,2.89037175789616,0.0,6.3403063922750595,4.14313472639153,6.08677472691231,4.44241593468667,4.1896547420264305,4.77068462446567,4.382026634673879,0.0,2.8593396486484397,2.6720775406433903,6.38164679835163,5.15329159449778,0.0,3.6333667441836806,4.12552017969055,1.42310833424261,4.4419451248851205,3.63758615972639,5.8977855362239895,1.9035989509835902,3.68887945411394,4.05334894151858,1.38629436111989,2.19722457733622,5.64869250833824,3.66356164612965,2.6390573296152597,1.38629436111989,2.07944154167984,5.01529110563245,4.687579322228809,1.08180517035173,5.50125821054473,0.693147180559945,1.09861228866811
658,96,4.02535169073515,0.0,0.0,4.49936512709111,0.0,3.80666248977032,0.0,3.3322045101752003,3.1780538303479506,0.0,2.7080502011022096,5.08759633523238,1.38629436111989,3.1780538303479506,0.0,2.77258872223978,1.9586853405440399,0.0,2.30258509299405,3.3322045101752003,0.0,0.693147180559945,1.38629436111989,0.0,1.38629436111989,0.693147180559945,3.61091791264422,0.0,2.19722457733622,2.56340971127594,0.0,0.0,3.98898404656427,1.5810384379123998,0.0,4.21950770517611,2.3978952727983702,0.0,4.74927052996185,0.0,2.484906649788,4.382026634673879,1.79175946922805,0.0,5.9160403244611395,2.7080502011022096,0.0,4.60487014097909,0.0,1.38629436111989,1.09861228866811,2.94443897916644,2.07944154167984,3.4011973816621603,2.6390573296152597,1.79175946922805,2.94443897916644,3.76282669906602,4.20110409879363,0.0,0.0,0.0,4.7009348079724695,2.7080502011022096,0.0,4.02535169073515,0.0,4.30406509320417,3.5553480614894104,2.484906649788,0.0,2.99573227355399,1.09861228866811,2.05284085988266,2.42480272571829,5.14551577629007,3.49650756146648,0.0,2.16676536985151,0.0,1.79175946922805,3.3887873615854702,2.94443897916644,2.48573963609189,3.4031953843248304,2.3978952727983702,2.4553061800117097,1.38629436111989,2.484906649788,3.89528368142385,0.0,0.0,2.6390573296152597,2.99573227355399,1.79175946922805,2.30058309032337,1.09861228866811,1.6094379124341003,0.0,0.693147180559945
659,96,4.43556740160191,0.0,0.0,5.4510384535657,0.0,6.1548580940164195,1.79175946922805,5.01708114157965,2.6390573296152597,3.78054664263976,4.7361984483945,6.258854622541749,5.220355825078321,5.66559589327096,0.0,4.06044301054642,2.16791018966744,0.0,2.83321334405622,1.79175946922805,0.0,1.09861228866811,2.89037175789616,0.6678293725756551,4.248495242049359,0.0,0.0,0.693147180559945,4.53259949315326,3.7841896339182597,0.0,0.0,3.93202169193483,2.40514168131914,2.30258509299405,6.35443960359519,2.89037175789616,2.30258509299405,5.05643686989686,0.0,3.13549421592915,5.869296913133769,5.41694449030625,0.0,7.39015056355259,3.1780538303479506,0.0,5.99543166766909,0.0,0.0,5.572154032177759,4.23410650459726,0.0,2.19722457733622,0.0,1.79175946922805,0.693147180559945,5.412672310785441,6.5783619278252194,0.0,2.5649493574615403,3.63758615972639,6.63330527529907,3.36729582998647,0.0,6.43178186598336,5.72971009666612,5.54517744447956,5.44660805296018,0.0,0.0,4.8283137373023,0.0,1.8148247421590502,5.596048774852821,5.53646774996877,5.30330490805908,0.0,4.14202299753884,2.94443897916644,1.6094379124341003,4.74240720429318,2.6390573296152597,5.880532986400699,4.38290125208454,4.06044301054642,3.22922211692235,3.8505730431119196,0.0,4.4266414274328305,4.36944785246702,1.09861228866811,0.693147180559945,4.1896547420264305,5.169915651743509,3.8409565569942896,2.3978952727983702,5.26785815906333,4.33073334028633,1.65822807660353
660,96,5.068904202220231,0.845868267577609,0.0,6.41810389044755,0.0,4.976733742420571,2.30258509299405,4.68213122712422,3.36729582998647,0.636576829071551,4.29045944114839,5.866468056933299,0.693147180559945,3.94332785525656,0.0,3.25809653802148,4.7465829389384195,0.0,3.13549421592915,5.38449506278909,0.0,2.30258509299405,3.25694202567466,0.5128236264286641,1.79175946922805,0.0,5.30340440559659,2.5649493574615403,0.0,0.693147180559945,0.0,0.0,5.2781146592305195,3.3214324131932904,0.0,5.4638318050256105,4.62497281328427,3.1780538303479506,4.57006100887452,0.0,3.52164353473802,5.587211204515341,4.28110071608392,0.0,7.70332365964123,2.19722457733622,0.0,5.12551040212267,0.0,0.0,3.8286413964891,3.25809653802148,0.0,4.86753445045558,0.0,1.9459101490553101,2.484906649788,6.40933571417387,5.83194112659001,0.0,0.0,0.0,5.98650225527817,3.0445224377234195,1.3987168811184498,5.5333894887275195,2.07944154167984,6.421410863348349,5.932298236438769,1.09861228866811,0.0,4.753590191106361,0.0,2.53210825127229,5.03714738863637,5.99021376520633,4.98360662170834,0.0,3.2950958507796098,0.693147180559945,0.0,5.627549168656611,3.36729582998647,4.80065472930833,4.97721638455081,4.85203026391962,3.7268975213014595,0.693147180559945,0.0,5.80130233253487,3.0445224377234195,1.09861228866811,2.83321334405622,2.89037175789616,4.672641901103099,4.24463064123292,0.0,4.61512051684126,0.0,2.9354513426690603
661,96,2.19722457733622,0.0,0.0,0.0,4.605070180987759,0.0,0.0,4.54690527785612,0.0,4.39444915467244,3.73766961828337,0.0,2.77258872223978,5.06025051463845,0.0,1.6094379124341003,0.8501509293696099,0.0,0.0,0.0,0.0,0.0,4.02535169073515,2.30458309565672,3.68887945411394,0.0,0.0,3.5533460588187404,5.3705915154180595,3.3322045101752003,1.38629436111989,0.0,2.89037175789616,2.5915163848462597,0.0,5.525452939131781,4.47733681447821,4.96731016935788,6.6053249841814505,0.0,0.693147180559945,4.7957905455967405,5.023880520846281,0.0,7.40225637982826,5.97673154750592,0.0,6.438135576027269,0.0,0.693147180559945,2.07944154167984,1.09861228866811,2.94443897916644,0.0,0.0,0.0,3.7841896339182597,6.043036552651969,4.885147654054321,0.0,0.0,0.0,5.33228391611131,3.9508590292133396,0.0,5.976325528265179,0.0,3.58351893845611,1.09861228866811,4.87167969320707,0.0,4.23410650459726,0.693147180559945,3.60821155104648,5.68599182198097,6.13807256674407,2.83321334405622,3.43398720448515,3.52900408614981,0.0,4.31775474465374,3.7003138317396003,3.7452597875500397,5.4719344827118395,2.53528285711307,0.0,3.8004208288468395,0.0,0.0,4.783651043396111,0.0,2.30258509299405,0.0,3.6878789537803502,5.5244564268420495,3.86472173231013,0.0,6.604038671050921,4.34380542185368,0.8671004876833829
662,96,3.8712010109078903,1.6937790608678502,0.0,5.50125821054473,3.8286413964891,5.24174701505964,0.0,3.76120011569356,0.0,1.38629436111989,3.9318256327243297,5.5984219589983795,0.0,2.6390573296152597,0.0,0.0,2.46044317760963,0.0,3.95124371858143,0.0,0.0,3.43398720448515,0.693147180559945,0.0,4.11087386417331,0.693147180559945,4.043051267834549,1.09861228866811,1.09861228866811,3.9318256327243297,0.0,0.0,3.97029191355212,0.0,0.0,5.36597601502185,1.79175946922805,0.0,5.34543947361677,0.0,4.248495242049359,5.6021188208797,3.95124371858143,0.0,6.538819766215759,3.8712010109078903,0.0,3.9330014118133394,1.09861228866811,0.0,2.89037175789616,3.98898404656427,0.0,4.74493212836325,5.18811179922701,1.6094379124341003,2.83321334405622,4.534211097047599,5.160204064418401,0.0,0.0,0.0,4.753590191106361,0.693147180559945,2.30258509299405,4.7957905455967405,4.21950770517611,4.70048036579242,4.99721227376411,1.9459101490553101,0.0,3.09104245335832,0.0,1.3987168811184498,3.96347628701706,5.205818232051111,4.84418708645859,0.0,3.26231838271104,0.0,4.36944785246702,3.8766030601968904,4.40671924726425,1.5602476682433302,3.41903729979049,4.580570069119861,3.0189603996732,3.0445224377234195,1.6094379124341003,3.52724248851281,2.6390573296152597,0.0,2.77258872223978,2.30258509299405,4.30406509320417,4.18844188560122,1.09861228866811,5.105945473900579,3.73766961828337,0.0
663,96,5.63121178182137,1.80664808172181,0.0,5.556828061699541,4.753590191106361,6.80123853959965,1.09861228866811,3.5553480614894104,4.55996359315001,2.07944154167984,2.19722457733622,5.97635090929793,0.0,4.28303468546693,0.0,3.76120011569356,5.50358203897495,0.0,2.6390573296152597,4.4188406077966,0.0,3.43398720448515,4.29045944114839,0.0,2.94443897916644,0.0,0.0,0.0,1.6094379124341003,4.14630430115281,0.0,3.9791207489606406,6.630115942354981,2.04640168760164,0.0,6.613115725962861,3.58351893845611,3.7841896339182597,6.35624653994061,0.0,4.6539603501575195,6.59438609959437,4.48863636973214,0.0,7.18900923529333,5.068904202220231,0.0,5.68269502232572,1.38629436111989,3.49650756146648,1.09861228866811,4.68213122712422,0.0,4.43769783204434,4.5238516648105005,2.19722457733622,3.13549421592915,6.4014527439437305,5.614623338336379,0.0,0.0,0.0,6.1045253393920005,4.61512051684126,2.77258872223978,5.96637748173134,4.5106397021418605,5.73389128742652,4.8283137373023,2.484906649788,3.76120011569356,5.8111409929767,0.0,2.15176220325946,5.24697143919645,5.81233788121055,6.356107660695891,0.693147180559945,4.07956927663995,0.0,2.77258872223978,4.17883888519854,1.6094379124341003,5.90511658637275,3.02383370366487,5.420534999272291,3.5826852577075297,4.95582705760126,0.0,2.3646204839135,3.85014760171006,0.0,0.693147180559945,3.89182029811063,4.27471978168537,2.9683610767578594,2.30258509299405,5.8318531513403205,1.09861228866811,0.048790164169432
664,96,2.61080481666337,1.07840958135059,0.0,4.11087386417331,6.4347391166116905,0.693147180559945,0.0,4.99050061167588,2.07944154167984,3.76120011569356,0.693147180559945,0.693147180559945,5.2781146592305195,0.0,0.0,2.94443897916644,1.44691898293633,0.0,4.00733318523247,3.2188758248682006,3.5553480614894104,0.0,5.424773790500599,5.71042701737487,1.38629436111989,1.79175946922805,4.1274569136723,5.06915574290826,4.5849674786705705,2.83321334405622,0.0,0.0,5.402677381872281,1.8946168546677602,0.0,5.3278761687895795,2.3978952727983702,5.069281489528991,4.59895088617417,0.0,3.1780538303479506,6.59850902861452,3.8478044331015004,0.0,6.24606800504046,3.71357206670431,0.0,5.74470046456875,3.3322045101752003,0.0,2.30258509299405,4.70048036579242,3.5263605246161602,4.89783979995091,4.47722317165747,0.0,4.0425248134922995,6.404401670054849,5.49597899384756,0.0,0.0,0.0,6.36106065213524,5.1704839950381505,0.0,4.89034912822175,5.28376194853884,5.73139764168917,5.44241771052179,3.1780538303479506,3.61091791264422,2.89037175789616,0.693147180559945,5.1656998419332005,5.88209601005262,5.39725731440294,6.372363701270901,3.63758615972639,3.23238417489299,0.0,4.67282883446191,2.90799335924598,1.09861228866811,3.55877076876692,1.06471073699243,4.54329478227,3.0086484988205404,4.15888308335967,3.73766961828337,4.99009239286493,0.0,5.21493575760899,0.0,3.36729582998647,5.99841533431975,1.7509374747078001,2.3978952727983702,5.9391180667357695,0.0,2.62103882411258
665,96,6.013666255091669,0.928219302739429,0.0,6.142037405587361,1.6094379124341003,6.10034137329337,2.19722457733622,4.06044301054642,1.6094379124341003,3.42621514463744,3.0445224377234195,6.19847871649231,2.3978952727983702,0.693147180559945,0.0,3.97029191355212,5.735894648572191,0.0,4.804021044733259,4.34380542185368,0.0,0.0,5.24702407216049,0.0,1.79175946922805,0.0,4.35670882668959,3.5263605246161602,4.87999495643732,4.09451121500142,0.0,0.0,5.2311086168545895,2.16905370036952,0.0,2.6049094421827004,4.0943445622220995,3.4011973816621603,5.584548386732499,0.0,2.94443897916644,6.398644850094731,5.424377166208769,0.693147180559945,7.019654371479549,4.4188406077966,0.0,5.95030395360289,3.0445224377234195,1.09861228866811,3.89182029811063,0.0,4.043051267834549,4.26267987704132,3.4992311219335197,1.9459101490553101,3.29583686600433,5.42080045076259,6.16247234400166,0.0,2.19722457733622,0.0,5.52489501459653,4.26267987704132,2.77258872223978,5.9988373014374,3.5553480614894104,4.23410650459726,4.81218435537242,5.04181091156471,0.0,4.20469261939097,0.0,2.54317555791198,5.68337566487854,6.08413488194929,5.780743515792331,0.0,3.08190996979504,1.6094379124341003,2.29958058397375,5.79875926555929,3.1780538303479506,5.675005699884781,2.69530262827971,3.7081917651463105,3.5339784928959705,0.0,3.3322045101752003,2.86105737022739,1.38629436111989,0.693147180559945,3.76120011569356,3.84844402378527,0.0,3.365570204019,1.79175946922805,4.26267987704132,3.66356164612965,2.02287119019144
